Huels-Ward;Poland;Świebodzice;25;1;Machining;STL;1;355;601;340;91;Stainless steel;Sanding;29.06.2019;05.06.2019;
Tremblay LLC;France;Paris 19;35;10;Machining;STL;0;479;469;221;53;Tungsten carbide;Chemical curing;10.07.2019;24.07.2019;
Doyle, Ondricka and Cremin;Poland;Kalety;42;6;Machining;OBJ;0;336;615;265;79;Tungsten carbide;Milling;27.06.2019;30.11.2018;
Schmitt-Volkman;Poland;Janów;23;9;Machining;STEP;1;617;342;337;30;Tungsten;Welding;26.07.2019;27.04.2019;
Torp, Nitzsche and Cronin;Portugal;Santo André;20;8;Machining;FBX;1;472;543;368;51;Hardwood;Blasting;29.06.2019;24.12.2018;
Corwin-Lind;Poland;Kramarzówka;10;5;Machining;VRML/X3D;0;438;501;364;78;Aluminium;Laser cutting;12.07.2019;17.09.2018;
Gutkowski Inc;France;Salon-de-Provence;42;7;Machining;STEP;1;411;455;250;82;Alloy;Laser cutting;10.06.2019;07.06.2019;
Klocko Group;Portugal;Cortiçóis;15;7;Machining;OBJ;1;449;403;630;54;Aluminium;Chemical curing;25.07.2019;02.01.2019;
Tillman LLC;Portugal;Santo André;34;3;Machining;VRML/X3D;1;737;529;400;96;Chromium;Welding;11.07.2019;18.04.2019;
Corkery, Gutkowski and Dickinson;Poland;Bobowa;18;1;Machining;FBX;1;510;665;533;52;Aluminium;Drilling;11.06.2019;28.05.2019;
Lynch, Parker and West;France;Blois;50;1;Machining;FBX;0;441;361;459;28;Nickel alloy;Rolling;30.06.2019;09.09.2018;
Johnson, Borer and Cronin;Germany;Berlin;39;1;Machining;3DS;1;421;629;782;25;Aluminium;Welding;14.06.2019;26.10.2018;
MacGyver, Moore and Christiansen;France;Marne-la-Vallée;18;6;Machining;VRML/X3D;1;539;418;488;21;Nickel alloy;Chemical curing;04.06.2019;08.09.2019;
Pacocha Group;Spain;Pamplona/Iruña;15;10;Machining;IGES;0;571;507;366;56;Hardwood;Chemical curing;12.07.2019;18.10.2019;
Harber-Smitham;Poland;Lutowiska;46;3;Machining;VRML/X3D;0;444;640;518;37;Tungsten;Polishing;26.07.2019;30.11.2018;
Boehm-Ziemann;France;Marseille;18;3;Machining;OBJ;1;448;585;336;52;Stainless steel;Rolling;09.07.2019;04.09.2018;
Hermann and Sons;Portugal;Venda Nova;13;7;Machining;STL;0;568;506;83;68;Alloy;Chemical curing;29.07.2019;26.10.2018;
Auer-Dicki;France;Molsheim;37;2;Machining;3DS;1;655;532;346;77;Tungsten;Polishing;11.06.2019;18.08.2019;
Gottlieb Inc;Poland;Miejsce Piastowe;50;6;Machining;OBJ;0;642;530;590;52;Tungsten carbide;Sanding;17.06.2019;22.04.2019;
Schimmel-Stamm;Portugal;Vale da Pedra;26;6;Machining;STL;1;345;507;535;25;Titanium;Drilling;01.06.2019;09.01.2019;
Dare LLC;France;Longjumeau;48;2;Machining;OBJ;1;372;569;280;61;Aluminium;Chemical curing;14.07.2019;06.09.2019;
Mraz-Kutch;Poland;Trzcinica;20;8;Machining;VRML/X3D;0;531;658;876;81;Tungsten;Drilling;06.06.2019;14.04.2019;
Kuvalis Group;Portugal;São Sebastião;11;3;Machining;COLLADA;1;600;362;295;31;Nickel alloy;Sanding;21.07.2019;24.11.2018;
Farrell-Emmerich;Poland;Wodzierady;24;2;Machining;FBX;1;486;445;422;91;Tungsten;Rolling;27.06.2019;06.08.2019;
Bernhard, Gleason and Dickinson;Poland;Łobżenica;27;4;Machining;STL;0;522;300;512;89;Chromium;Milling;08.07.2019;11.06.2019;
West-Ledner;Portugal;Arco de Baúlhe;31;10;Machining;3DS;0;438;446;238;47;Iron;Welding;12.06.2019;11.04.2019;
Walsh, Collins and White;Portugal;Pereira;49;9;Machining;COLLADA;1;402;541;786;75;Stainless steel;Milling;24.07.2019;09.09.2018;
Barton and Sons;France;Croissy-sur-Seine;50;9;Machining;STL;1;596;318;382;22;Iron;Milling;20.06.2019;21.12.2018;
Greenfelder-Rau;Netherlands;Schiedam postbusnummers;43;6;Machining;STEP;1;634;503;257;44;Hardwood;Welding;23.07.2019;26.04.2019;
Pfannerstill, Krajcik and Wiegand;France;Rueil-Malmaison;30;3;Machining;STL;1;354;477;278;80;Tungsten;Welding;27.06.2019;03.07.2019;
Dickinson Inc;Germany;Berlin;16;3;Machining;IGES;1;447;651;895;48;Nickel alloy;Chemical curing;09.07.2019;19.11.2018;
Hansen, Rau and Kertzmann;Poland;Babica;11;2;Machining;FBX;1;558;605;450;72;Chromium;Welding;17.07.2019;15.04.2019;
Johns, Haley and Trantow;Portugal;Montemor-o-Velho;21;2;Machining;STEP;0;500;485;276;68;Carbon steel;Laser cutting;19.06.2019;09.02.2019;
Corwin-Langosh;France;Maromme;25;6;Machining;3DS;0;641;661;291;25;Chromium;Chemical curing;11.06.2019;06.03.2019;
Rowe-Bergnaum;Poland;Kobiernice;10;9;Machining;FBX;1;501;670;473;84;Titanium;Milling;03.07.2019;23.04.2019;
Pollich Inc;Poland;Zaniemyśl;42;8;Machining;FBX;0;498;364;580;45;Chromium;Chemical curing;21.06.2019;30.04.2019;
Ankunding, Hoppe and Altenwerth;France;Bourges;20;3;Machining;FBX;0;417;389;670;73;Iron;Sanding;11.07.2019;24.01.2019;
Tromp-Schroeder;Poland;Koronowo;36;7;Machining;VRML/X3D;0;465;510;649;85;Stainless steel;Drilling;27.07.2019;26.10.2019;
Abshire, Anderson and Jacobson;Portugal;Capela;20;9;Machining;STL;1;562;596;303;69;Chromium;Rolling;29.06.2019;24.10.2018;
Witting, Pagac and Hartmann;Portugal;Soito;34;4;Machining;IGES;0;473;477;548;24;Nickel alloy;Sanding;18.07.2019;28.08.2019;
Bode-Pollich;Poland;Kalwaria Zebrzydowska;15;10;Machining;FBX;1;380;438;299;73;Carbon steel;Turning;11.07.2019;06.10.2018;
Gutmann and Sons;France;Reims;11;2;Machining;OBJ;0;409;519;310;99;Chromium;Laser cutting;30.07.2019;24.03.2019;
Kreiger and Sons;France;Firminy;44;5;Machining;STL;0;346;530;496;71;Titanium;Blasting;03.07.2019;25.06.2019;
Goodwin-Davis;Portugal;São Martinho do Campo;32;2;Machining;3DS;1;549;422;457;64;Tungsten;Rolling;09.06.2019;11.05.2019;
Jaskolski and Sons;France;Bègles;14;9;Machining;FBX;1;488;588;933;65;Iron;Rolling;10.06.2019;15.08.2019;
Hoppe-Lindgren;France;Cognac;39;1;Machining;OBJ;1;585;398;398;58;Tungsten;Rolling;03.06.2019;13.09.2018;
Vandervort LLC;Poland;Baranów;30;6;Machining;STEP;1;507;417;602;41;Stainless steel;Rolling;21.06.2019;05.07.2019;
Jaskolski, DuBuque and Lubowitz;Poland;Jastrowie;39;6;Machining;STEP;0;662;418;697;63;Stainless steel;Laser cutting;04.07.2019;07.12.2018;
Heathcote Inc;France;Créteil;35;3;Machining;3DS;0;625;384;552;24;Aluminium;Chemical curing;07.06.2019;22.07.2019;
Hills and Sons;Poland;Sidzina;17;2;Machining;FBX;0;319;640;728;94;Nickel alloy;Drilling;08.06.2019;18.07.2019;
Konopelski, Beatty and Wisoky;Netherlands;Arnhem;14;8;Machining;3DS;0;454;442;206;45;Chromium;Laser cutting;22.06.2019;22.04.2019;
Barton, Kirlin and Kunde;Germany;Dresden;30;2;Machining;VRML/X3D;1;642;721;447;100;Iron;Drilling;08.07.2019;12.05.2019;
Hagenes-Hane;Poland;Wleń;46;9;Machining;3DS;1;512;400;511;51;Carbon steel;Sanding;29.07.2019;19.09.2018;
Larkin, Walter and Gorczany;Poland;Łomianki;33;6;Machining;COLLADA;1;896;540;423;32;Aluminium;Polishing;24.06.2019;04.03.2019;
Glover-Connelly;France;Périgueux;23;7;Machining;STEP;1;622;500;386;95;Tungsten carbide;Laser cutting;12.06.2019;27.11.2019;
Kuhic Group;Portugal;Santa Valha;39;1;Machining;STL;1;574;328;652;85;Hardwood;Blasting;26.06.2019;19.01.2019;
Schulist, Wintheiser and Bashirian;Poland;Jasieniec;44;8;Machining;IGES;0;566;559;511;66;Titanium;Chemical curing;13.06.2019;11.02.2019;
Hane, Collier and Kunze;France;Cesson-Sévigné;41;8;Machining;STEP;0;389;583;559;100;Aluminium;Welding;10.06.2019;07.12.2018;
Denesik, Franecki and Kessler;Portugal;Guardizela;38;8;Machining;OBJ;1;498;317;833;58;Chromium;Blasting;09.06.2019;18.01.2019;
Feeney and Sons;Poland;Ołpiny;35;8;Machining;COLLADA;1;541;472;597;89;Chromium;Polishing;03.07.2019;09.07.2019;
Gerlach-Walter;France;Digne-les-Bains;27;5;Machining;FBX;0;307;401;449;27;Tungsten carbide;Rolling;29.06.2019;16.04.2019;
Hills-Olson;France;Montélimar;44;8;Machining;COLLADA;1;585;382;136;71;Stainless steel;Welding;19.07.2019;31.10.2019;
Kautzer and Sons;Poland;Kasina Wielka;15;2;Machining;COLLADA;0;484;545;-14;65;Stainless steel;Rolling;22.07.2019;27.11.2019;
Carter-Fritsch;Portugal;Morgados;10;6;Machining;FBX;0;522;545;801;80;Tungsten;Turning;03.06.2019;10.04.2019;
Wolf, Rolfson and Armstrong;Portugal;Vila Chã do Monte;47;5;Machining;STEP;1;252;520;590;61;Stainless steel;Rolling;11.06.2019;25.12.2018;
Kuphal-Ruecker;Portugal;Praia do Ribatejo;42;10;Machining;IGES;0;406;360;681;49;Stainless steel;Polishing;19.06.2019;15.04.2019;
Bernier LLC;Portugal;Ereira;44;4;Machining;OBJ;1;511;686;589;45;Alloy;Chemical curing;26.07.2019;27.02.2019;
Kuhic LLC;Portugal;Alcaria;16;9;Machining;IGES;0;448;651;667;32;Iron;Welding;17.07.2019;09.11.2019;
Botsford-Rohan;France;Troyes;46;2;Machining;COLLADA;1;530;506;-30;22;Iron;Welding;27.06.2019;03.03.2019;
Ferry-Runolfsson;Portugal;Ladário;47;2;Machining;VRML/X3D;0;586;555;422;61;Nickel alloy;Rolling;06.07.2019;24.10.2018;
Leuschke-Jerde;Poland;Turze Pole;15;10;Machining;OBJ;1;393;595;667;93;Iron;Chemical curing;21.07.2019;08.01.2019;
Hand-Gislason;France;Carpiquet;40;5;Machining;FBX;0;373;526;531;45;Nickel alloy;Milling;03.06.2019;18.11.2018;
Cormier and Sons;France;Rennes;37;10;Machining;IGES;1;550;531;598;98;Carbon steel;Sanding;24.06.2019;08.07.2019;
Rau, Hoeger and Rolfson;Poland;Dzików Stary;21;6;Machining;FBX;1;438;462;856;40;Nickel alloy;Laser cutting;30.06.2019;16.06.2019;
Hermann LLC;Portugal;Pereiras;12;3;Machining;IGES;0;441;509;663;52;Hardwood;Drilling;22.06.2019;05.10.2019;
Heller, Towne and Schneider;Portugal;Colmeal;29;6;Machining;COLLADA;0;618;256;555;32;Aluminium;Sanding;09.07.2019;22.05.2019;
Reilly, Kuhlman and Rodriguez;Portugal;Macedo de Cavaleiros;25;2;Machining;VRML/X3D;1;476;417;400;25;Hardwood;Polishing;14.07.2019;31.05.2019;
VonRueden-Cole;France;Royan;47;3;Machining;VRML/X3D;0;674;342;451;33;Nickel alloy;Blasting;08.07.2019;07.10.2019;
Wiegand, MacGyver and Witting;Poland;Suchań;48;8;Machining;STL;0;452;431;458;91;Alloy;Polishing;17.07.2019;08.01.2019;
Collier-Mante;France;Cavaillon;22;8;Machining;FBX;1;598;515;511;47;Chromium;Chemical curing;21.06.2019;30.04.2019;
Kemmer and Sons;Portugal;Brejos;10;2;Machining;VRML/X3D;0;465;460;694;90;Titanium;Turning;07.07.2019;25.09.2018;
Boehm-Pagac;Poland;Bodzanów;36;10;Machining;COLLADA;1;510;484;381;31;Titanium;Turning;15.07.2019;17.09.2019;
Rippin, Veum and Johns;France;Strasbourg;47;6;Machining;OBJ;0;395;477;382;21;Iron;Blasting;17.07.2019;13.08.2019;
Weissnat-Hoppe;France;Blois;22;3;Machining;3DS;0;404;513;676;59;Nickel alloy;Milling;04.06.2019;04.04.2019;
Swaniawski-Ondricka;France;Calais;44;2;Machining;FBX;0;480;385;485;51;Titanium;Drilling;27.06.2019;07.12.2019;
Reichel and Sons;Portugal;Bouças;13;6;Machining;VRML/X3D;0;510;535;402;26;Iron;Rolling;27.07.2019;17.09.2018;
Yundt, Christiansen and Trantow;France;Saint-Égrève;28;10;Machining;STL;1;596;515;29;41;Alloy;Welding;13.06.2019;20.01.2019;
Jones, Boyer and Larkin;Poland;Niedźwiedź;27;7;Machining;STEP;1;519;415;140;56;Carbon steel;Laser cutting;21.07.2019;30.01.2019;
Kassulke-Fisher;Portugal;Vermil;27;2;Machining;STEP;1;356;646;503;20;Hardwood;Chemical curing;23.06.2019;04.06.2019;
Larson Group;Poland;Ryczów;36;2;Machining;FBX;0;475;573;279;97;Tungsten;Laser cutting;18.07.2019;11.12.2018;
Rowe, Stehr and Harvey;Poland;Białogard;29;2;Machining;VRML/X3D;1;597;438;594;29;Nickel alloy;Chemical curing;01.06.2019;11.11.2019;
Jakubowski Group;Poland;Chrzanów;22;8;Machining;IGES;0;725;329;731;46;Nickel alloy;Drilling;13.06.2019;08.11.2018;
Gerhold Group;Italy;Palermo;49;7;Machining;IGES;1;555;570;809;43;Tungsten;Turning;02.06.2019;25.03.2019;
Franecki LLC;Netherlands;Amsterdam Noord west;45;5;Machining;VRML/X3D;1;326;436;380;27;Hardwood;Polishing;17.07.2019;11.04.2019;
Mante, Feil and Wuckert;Italy;Padova;46;1;Machining;COLLADA;1;455;378;330;64;Titanium;Blasting;15.07.2019;26.06.2019;
Koelpin and Sons;Poland;Wilamowice;31;2;Machining;FBX;1;593;400;628;84;Hardwood;Milling;25.06.2019;08.11.2018;
Cole, Abernathy and Bergstrom;Poland;Lwówek Śląski;42;1;Machining;OBJ;0;442;524;418;32;Chromium;Sanding;11.06.2019;16.09.2018;
Turner-Littel;Poland;Mirsk;10;7;Machining;COLLADA;0;347;617;600;46;Alloy;Welding;25.06.2019;19.05.2019;
Quigley, Gibson and Heidenreich;Poland;Mników;18;8;Machining;3DS;1;370;528;71;25;Iron;Polishing;18.07.2019;12.09.2018;
Leffler, Strosin and Auer;France;Bayeux;23;5;Machining;STEP;1;362;547;545;59;Carbon steel;Laser cutting;01.07.2019;01.04.2019;
Pouros-Kihn;Poland;Stoszowice;24;9;Machining;3DS;0;472;713;710;37;Iron;Polishing;02.06.2019;01.08.2019;
Crooks Inc;Portugal;Barreiras;48;4;Machining;3DS;0;366;501;702;74;Stainless steel;Sanding;05.06.2019;14.09.2019;
DuBuque, Flatley and Christiansen;France;Lillers;49;5;Machining;COLLADA;1;349;546;487;82;Chromium;Rolling;27.06.2019;27.08.2019;
Pagac-Schulist;Poland;Brudzeń Duży;26;1;Machining;VRML/X3D;0;621;569;237;90;Iron;Sanding;20.06.2019;23.12.2018;
Hills LLC;Portugal;Ribeiro;30;5;Machining;IGES;0;427;563;524;77;Tungsten carbide;Milling;04.06.2019;28.06.2019;
Jast, Bergnaum and Dietrich;France;Hénin-Beaumont;31;9;Machining;STEP;0;366;458;306;100;Tungsten;Blasting;01.06.2019;05.10.2019;
Prohaska-Paucek;France;Colombes;11;2;Machining;IGES;0;318;571;564;67;Iron;Drilling;22.06.2019;20.04.2019;
Weissnat-Schuppe;Poland;Przelewice;16;6;Machining;COLLADA;1;562;407;633;66;Chromium;Rolling;26.06.2019;28.10.2018;
Bogisich, Paucek and Cummerata;Poland;Prabuty;42;2;Machining;FBX;0;449;435;291;52;Nickel alloy;Chemical curing;14.07.2019;26.11.2019;
Schaden-Larkin;Portugal;Bacelo;14;2;Machining;FBX;1;505;464;367;59;Iron;Blasting;22.07.2019;27.05.2019;
Reichert-Runolfsson;Spain;Barcelona;18;1;Machining;OBJ;0;511;449;880;97;Tungsten carbide;Rolling;06.07.2019;18.03.2019;
Trantow-Jones;Portugal;Azueira;24;8;Machining;VRML/X3D;1;637;546;573;71;Chromium;Turning;23.07.2019;11.12.2018;
Larson-Gaylord;Poland;Kęsowo;47;6;Machining;IGES;1;520;463;440;74;Tungsten;Blasting;01.07.2019;25.11.2018;
Quitzon, Lesch and Hessel;France;Neuilly-sur-Seine;31;6;Machining;FBX;1;515;517;567;42;Iron;Chemical curing;30.07.2019;27.05.2019;
Stracke, Klein and Kuhic;France;Le Grand-Quevilly;11;6;Machining;COLLADA;0;521;670;593;75;Aluminium;Blasting;24.06.2019;10.09.2019;
Schumm, Waelchi and Hackett;France;Nantes;46;7;Machining;VRML/X3D;0;573;714;664;31;Tungsten;Welding;11.07.2019;08.11.2019;
Hagenes, Cassin and Hansen;France;Montpellier;30;2;Machining;STEP;0;540;380;501;24;Aluminium;Polishing;26.07.2019;02.01.2019;
Nikolaus, Stokes and Cole;Portugal;Porto Martins;23;7;Machining;COLLADA;0;481;340;410;61;Tungsten;Welding;08.06.2019;01.11.2019;
Ferry Inc;Netherlands;Haarlem;17;5;Machining;COLLADA;0;449;408;537;47;Stainless steel;Milling;21.06.2019;30.10.2019;
Kassulke, Becker and Lowe;Poland;Strzelce;43;6;Machining;OBJ;1;527;524;569;43;Aluminium;Laser cutting;11.07.2019;27.10.2018;
Lockman-Stokes;Portugal;Pomar;12;10;Machining;COLLADA;1;491;411;207;66;Stainless steel;Welding;02.06.2019;15.03.2019;
Wisozk-Wunsch;Portugal;Monte Branco;30;3;Machining;FBX;0;497;517;601;90;Hardwood;Turning;01.06.2019;10.02.2019;
Altenwerth-Lind;Poland;Siemiatycze;35;1;Machining;COLLADA;0;576;679;567;76;Tungsten carbide;Blasting;15.07.2019;17.11.2019;
Mraz-Bailey;France;Forbach;22;3;Machining;FBX;1;483;453;193;24;Alloy;Milling;12.07.2019;14.01.2019;
Bergnaum, Grady and Mayert;Portugal;Cruz;11;9;Machining;IGES;0;623;558;581;63;Titanium;Turning;23.06.2019;06.09.2018;
Altenwerth-Jast;France;Laval;22;10;Machining;STEP;1;381;395;617;93;Hardwood;Chemical curing;12.06.2019;11.11.2018;
Willms-Gibson;Poland;Wydminy;45;5;Machining;STL;1;550;421;503;23;Titanium;Rolling;04.07.2019;08.09.2019;
Terry, Gleason and Hamill;Poland;Grzechynia;21;10;Machining;STEP;0;564;515;441;51;Hardwood;Drilling;21.06.2019;16.04.2019;
Medhurst Inc;Poland;Kobylanka;38;9;Machining;3DS;1;479;544;409;82;Nickel alloy;Rolling;14.07.2019;14.09.2018;
Bartell, Waelchi and Waelchi;Poland;Wąsosz;41;6;Machining;3DS;1;504;525;378;33;Hardwood;Laser cutting;03.07.2019;14.05.2019;
Smitham LLC;France;Paris 09;13;4;Machining;FBX;0;552;485;384;80;Tungsten;Sanding;18.06.2019;13.11.2018;
Beahan Inc;Poland;Wola Jachowa;30;6;Machining;VRML/X3D;1;358;513;612;94;Tungsten;Drilling;28.06.2019;06.11.2019;
Zboncak, Leuschke and Klocko;France;Hayange;13;7;Machining;FBX;1;470;562;955;82;Stainless steel;Rolling;16.07.2019;27.09.2018;
Haag, Jerde and Armstrong;Poland;Leśnica;13;7;Machining;3DS;1;343;635;373;23;Carbon steel;Drilling;08.06.2019;26.04.2019;
MacGyver Inc;Portugal;São João dos Montes;29;5;Machining;COLLADA;1;537;509;26;38;Stainless steel;Turning;06.07.2019;31.12.2018;
Renner-Powlowski;France;Sochaux;43;2;Machining;STEP;0;362;740;803;45;Nickel alloy;Rolling;26.06.2019;26.05.2019;
Bradtke, Robel and Bednar;France;Bordeaux;50;4;Machining;STL;1;586;450;597;83;Carbon steel;Polishing;17.06.2019;15.09.2019;
Kshlerin-Haag;Portugal;Amadora;15;6;Machining;STEP;1;399;538;362;78;Alloy;Polishing;12.07.2019;20.08.2019;
Kessler-Corkery;Poland;Wilamowice;45;5;Machining;OBJ;1;523;510;522;74;Nickel alloy;Laser cutting;22.06.2019;20.08.2019;
Schoen-Wolf;Portugal;Marteleira;42;2;Machining;OBJ;0;461;429;470;42;Titanium;Rolling;16.07.2019;02.09.2018;
Reichert, Goyette and Bergstrom;Poland;Sobienie Jeziory;28;3;Machining;3DS;0;447;620;516;82;Alloy;Sanding;05.06.2019;14.08.2019;
Schneider and Sons;Netherlands;Zaandam;17;7;Machining;STEP;0;452;387;326;37;Iron;Polishing;17.06.2019;15.07.2019;
Kirlin-Connelly;Poland;Puńsk;23;1;Machining;IGES;1;419;436;711;75;Stainless steel;Laser cutting;13.07.2019;12.01.2019;
Stokes-Kuhic;France;Orléans;46;9;Machining;FBX;1;490;381;282;23;Tungsten;Blasting;09.07.2019;02.10.2018;
Hessel, Walter and Stamm;France;Lyon;40;5;Machining;3DS;0;572;626;345;65;Hardwood;Polishing;09.06.2019;13.06.2019;
Cronin-Feeney;France;Rungis;14;8;Machining;3DS;0;609;459;846;75;Tungsten carbide;Drilling;09.07.2019;30.09.2019;
White LLC;France;Blois;26;1;Machining;STEP;1;508;555;718;46;Tungsten;Rolling;01.06.2019;21.08.2019;
Steuber LLC;Poland;Milicz;17;1;Machining;COLLADA;0;305;406;585;39;Nickel alloy;Milling;14.06.2019;21.07.2019;
Blanda and Sons;Italy;Reggio Calabria;34;7;Machining;FBX;0;681;461;284;95;Chromium;Sanding;14.06.2019;19.09.2018;
Kling, Dickinson and Quitzon;Poland;Dąbrowa;48;4;Machining;OBJ;0;594;478;651;27;Iron;Laser cutting;27.06.2019;22.07.2019;
Schulist Group;France;Épinal;24;5;Machining;COLLADA;0;454;518;864;26;Titanium;Polishing;11.06.2019;31.07.2019;
Kautzer Group;Poland;Kwidzyn;25;10;Machining;OBJ;0;599;444;148;48;Iron;Drilling;16.06.2019;12.12.2019;
Cruickshank-Kassulke;Portugal;Santo Aleixo;30;9;Machining;COLLADA;0;490;425;504;35;Chromium;Drilling;09.07.2019;13.10.2018;
Zieme, Reynolds and Jones;Portugal;Fafe;42;1;Machining;COLLADA;1;302;498;599;79;Aluminium;Chemical curing;18.07.2019;17.10.2019;
Walter LLC;Portugal;Póvoa;45;9;Machining;VRML/X3D;1;624;504;615;38;Iron;Welding;28.06.2019;10.06.2019;
Dickinson-Effertz;Netherlands;Hoorn;16;8;Machining;STEP;1;297;515;393;42;Alloy;Turning;15.06.2019;03.09.2019;
Rodriguez Group;Poland;Tymbark;39;8;Machining;IGES;0;794;570;441;57;Hardwood;Turning;29.07.2019;18.07.2019;
Hoeger-Lakin;Portugal;Mosteiró;41;9;Machining;3DS;0;534;616;262;87;Stainless steel;Laser cutting;08.07.2019;29.09.2018;
Kreiger Inc;France;Seynod;32;9;Machining;OBJ;0;625;575;761;66;Alloy;Chemical curing;20.07.2019;15.09.2019;
Spencer-Crist;Poland;Maszkienice;11;9;Machining;STEP;1;328;563;126;84;Hardwood;Turning;15.06.2019;05.12.2019;
Weimann LLC;Portugal;Peras Ruivas;27;9;Machining;FBX;0;546;458;289;32;Nickel alloy;Drilling;10.06.2019;18.12.2018;
Abernathy, Quigley and Hermann;Poland;Lubasz;20;10;Machining;FBX;1;358;564;365;93;Titanium;Laser cutting;03.06.2019;16.06.2019;
Grimes LLC;Poland;Kraczkowa;45;3;Machining;COLLADA;1;479;521;490;72;Hardwood;Chemical curing;16.06.2019;28.06.2019;
Connelly Group;Portugal;Aldeia da Mata;24;9;Machining;FBX;0;342;550;588;82;Tungsten carbide;Chemical curing;02.06.2019;06.07.2019;
Hand-Braun;Poland;Książ Wielkopolski;36;5;Machining;FBX;1;380;662;136;62;Carbon steel;Rolling;02.06.2019;14.01.2019;
Schaefer and Sons;France;Auch;40;3;Machining;STEP;0;692;541;753;23;Chromium;Chemical curing;26.07.2019;26.11.2018;
Morar-Hegmann;Poland;Ryjewo;42;3;Machining;STL;1;461;490;487;26;Chromium;Turning;08.07.2019;11.01.2019;
Bernier-Hand;France;Marseille;13;2;Machining;STEP;0;500;354;569;73;Nickel alloy;Chemical curing;01.06.2019;08.02.2019;
Monahan, Hintz and Kuhic;France;Saint-Étienne-du-Rouvray;38;5;Machining;3DS;0;423;523;473;76;Stainless steel;Drilling;30.07.2019;14.05.2019;
Gutmann, Fritsch and Murazik;Poland;Radzyń Chełmiński;44;4;Machining;COLLADA;0;393;656;490;71;Alloy;Blasting;07.07.2019;25.07.2019;
McClure Inc;France;Rungis;15;8;Machining;STL;0;597;435;168;91;Stainless steel;Rolling;01.07.2019;02.10.2019;
Koch-Predovic;Poland;Tarczyn;19;7;Machining;STL;0;399;395;222;44;Alloy;Turning;04.07.2019;06.08.2019;
Wintheiser Group;France;Le Teil;20;3;Machining;STEP;1;617;410;103;95;Chromium;Sanding;14.06.2019;06.12.2018;
Murazik-McCullough;Spain;Telde;37;1;Machining;OBJ;0;533;499;685;94;Iron;Sanding;18.07.2019;03.04.2019;
Wunsch and Sons;Poland;Tarczyn;38;5;Machining;VRML/X3D;1;444;510;728;35;Nickel alloy;Rolling;07.06.2019;07.01.2019;
Murazik LLC;Portugal;Carrascal;35;3;Machining;STEP;0;464;618;366;76;Alloy;Turning;02.07.2019;17.12.2019;
Williamson, Lang and Hammes;Poland;Murowana Goślina;49;5;Machining;FBX;0;456;345;637;93;Carbon steel;Drilling;21.06.2019;18.05.2019;
Medhurst, Mohr and Wyman;Germany;Osnabrück;28;9;Machining;3DS;1;487;260;745;93;Aluminium;Rolling;14.06.2019;27.08.2019;
Wilderman Group;France;Guérande;36;7;Machining;STEP;0;518;603;375;73;Aluminium;Blasting;18.07.2019;10.09.2018;
Purdy, King and VonRueden;France;Nantes;47;3;Machining;3DS;1;432;573;424;87;Chromium;Milling;30.07.2019;12.10.2018;
Nader-Fahey;Portugal;Almada;10;4;Machining;STL;0;671;452;800;75;Chromium;Laser cutting;20.06.2019;15.01.2019;
Hintz, Romaguera and Macejkovic;Poland;Kalej;34;2;Machining;3DS;1;425;683;394;55;Tungsten;Welding;05.07.2019;02.12.2018;
Hyatt-Terry;Portugal;Peso da Régua;15;10;Machining;VRML/X3D;0;560;604;540;33;Titanium;Welding;06.07.2019;04.05.2019;
Jast Group;France;Cergy-Pontoise;20;10;Machining;IGES;1;565;537;541;25;Hardwood;Rolling;02.06.2019;03.02.2019;
Dicki LLC;Portugal;Arganil;37;4;Machining;OBJ;0;604;487;664;94;Tungsten carbide;Drilling;04.06.2019;24.09.2018;
Terry-Maggio;France;Toulon;24;10;Machining;3DS;1;412;578;344;74;Alloy;Milling;01.06.2019;29.12.2018;
Treutel Group;Poland;Blizne;12;2;Machining;FBX;0;680;347;386;50;Chromium;Chemical curing;07.06.2019;18.04.2019;
Upton Group;Portugal;Carvalhal;15;5;Machining;VRML/X3D;0;469;544;535;48;Aluminium;Drilling;30.07.2019;10.05.2019;
Dickens-Bruen;Poland;Trzciana;35;6;Machining;OBJ;1;645;734;323;53;Nickel alloy;Chemical curing;01.06.2019;28.03.2019;
Koepp Inc;Portugal;Amorim;15;5;Machining;VRML/X3D;1;431;649;456;32;Aluminium;Welding;30.07.2019;17.11.2018;
Reynolds, Hahn and Sporer;Poland;Klwów;31;7;Machining;FBX;1;318;361;422;32;Stainless steel;Milling;08.07.2019;29.06.2019;
Bednar, Cummings and Cassin;Portugal;Seixo de Manhoses;26;5;Machining;IGES;1;580;536;321;50;Alloy;Chemical curing;20.06.2019;11.03.2019;
Hettinger-Hintz;Poland;Górki Wielkie;49;5;Machining;IGES;0;605;369;344;30;Iron;Turning;28.07.2019;15.07.2019;
Heidenreich, Kling and Funk;France;Bordeaux;49;3;Machining;STEP;0;455;448;614;98;Carbon steel;Welding;27.06.2019;28.01.2019;
Green-Bogisich;Portugal;Campanário;18;2;Machining;COLLADA;0;536;571;182;51;Aluminium;Sanding;07.06.2019;10.12.2019;
Okuneva, Hilll and Stehr;France;Berck;29;3;Machining;FBX;1;464;479;596;61;Iron;Laser cutting;10.07.2019;10.09.2019;
O'Keefe Inc;Portugal;Portel;45;9;Machining;FBX;0;476;445;445;56;Tungsten;Milling;27.07.2019;22.05.2019;
